feedback_id,customer_id,transaction_id,rating,feedback_text,date
FB_000579,CUST_000867,TXN_00006927,3,Delivery was delayed by 2 days,2023-10-23 19:55:00
FB_000580,CUST_000732,TXN_00006938,4,Product quality could be better,2024-02-26 11:06:00
FB_000581,CUST_001095,TXN_00000127,3,Great product quality and fast delivery!,2024-03-17 16:59:00
FB_000582,CUST_000401,TXN_00004350,3,Amazing deals and discounts available,2023-03-16 08:50:00
FB_000583,CUST_000493,TXN_00006501,1,Could improve packaging quality,2023-07-07 11:39:00
FB_000584,CUST_001129,TXN_00002909,5,Payment process was smooth,2023-02-02 19:30:00
FB_000585,CUST_001540,TXN_00003445,3,Website is easy to navigate,2023-09-07 12:35:00
FB_000586,CUST_001070,TXN_00006161,2,Product was damaged during shipping,2023-07-19 04:45:00
FB_000587,CUST_001246,TXN_00007024,2,Outstanding shopping experience,2024-01-24 18:11:00
FB_000588,CUST_000676,TXN_00003666,5,Customer support was very helpful,2024-03-13 09:04:00
FB_000589,CUST_000354,TXN_00002610,2,Customer support was very helpful,2023-09-13 12:47:00
FB_000590,CUST_000001,TXN_00004712,5,Could improve packaging quality,2023-08-27 23:37:00
FB_000591,CUST_000887,TXN_00000957,4,Customer support was very helpful,2023-05-03 06:03:00
FB_000592,CUST_000934,TXN_00000215,4,Could improve packaging quality,2023-03-06 22:15:00
FB_000593,CUST_000624,TXN_00005148,5,Product quality could be better,2023-08-27 16:31:00
FB_000594,CUST_001696,TXN_00003071,5,Excellent customer service experience,2023-11-08 01:05:00
FB_000595,CUST_001661,TXN_00006929,3,Product exactly as described,2024-01-28 06:40:00
FB_000596,CUST_000025,TXN_00005347,4,Great product quality and fast delivery!,2023-05-08 12:51:00
FB_000597,CUST_000025,TXN_00003573,3,Excellent customer service experience,2024-02-23 13:06:00
FB_000598,CUST_000649,TXN_00006011,4,Payment process was smooth,2023-08-14 15:25:00
FB_000599,CUST_000824,TXN_00006441,3,Amazing deals and discounts available,2023-04-27 00:38:00
FB_000600,CUST_001342,TXN_00001742,3,Website is easy to navigate,2023-07-07 05:15:00
FB_000601,CUST_001148,TXN_00006525,5,Could improve packaging quality,2023-09-30 05:41:00
FB_000602,CUST_001316,TXN_00007877,2,Excellent customer service experience,2023-05-18 06:38:00
FB_000603,CUST_001346,TXN_00007403,1,Amazing deals and discounts available,2023-04-15 23:09:00
FB_000604,CUST_000242,TXN_00004844,4,Excellent customer service experience,2023-11-15 15:27:00
FB_000605,CUST_001753,TXN_00007934,3,Outstanding shopping experience,2023-03-29 03:57:00
FB_000606,CUST_001303,TXN_00005497,4,Product quality could be better,2023-07-02 08:47:00
FB_000607,CUST_000219,TXN_00006753,5,Amazing deals and discounts available,2023-07-31 02:24:00
FB_000608,CUST_001214,TXN_00003406,4,Very satisfied with the purchase,2024-01-06 19:56:00
FB_000609,CUST_001976,TXN_00003973,4,Great variety of products available,2023-11-16 19:02:00
FB_000610,CUST_001258,TXN_00000381,4,Delivery was delayed by 2 days,2023-06-23 21:54:00
FB_000611,CUST_000931,TXN_00005420,5,Great product quality and fast delivery!,2023-04-05 12:56:00
FB_000612,CUST_001090,TXN_00002483,1,Product quality could be better,2023-08-23 12:02:00
FB_000613,CUST_001365,TXN_00007011,5,Outstanding shopping experience,2023-01-25 08:46:00
FB_000614,CUST_001927,TXN_00002274,4,Very satisfied with the purchase,2023-11-27 00:25:00
FB_000615,CUST_000667,TXN_00006432,5,Delivery was delayed by 2 days,2023-09-18 08:16:00
FB_000616,CUST_000643,TXN_00003649,3,Great variety of products available,2023-05-27 19:44:00
FB_000617,CUST_000505,TXN_00003912,5,Fast and reliable delivery service,2023-09-22 01:39:00
FB_000618,CUST_000610,TXN_00003943,4,Product was damaged during shipping,2023-08-21 12:11:00
FB_000619,CUST_001497,TXN_00006758,4,Customer support was very helpful,2023-03-15 16:21:00
FB_000620,CUST_000504,TXN_00000910,4,Product was damaged during shipping,2023-03-11 15:20:00
FB_000621,CUST_001251,TXN_00002226,4,Very satisfied with the purchase,2023-12-20 05:04:00
FB_000622,CUST_000712,TXN_00000279,4,Customer support was very helpful,2023-12-29 04:49:00
FB_000623,CUST_000058,TXN_00002912,4,Excellent customer service experience,2024-01-18 17:30:00
FB_000624,CUST_001126,TXN_00006595,4,Very satisfied with the purchase,2023-06-02 10:51:00
FB_000625,CUST_001845,TXN_00007864,3,Amazing deals and discounts available,2023-07-09 20:11:00
FB_000626,CUST_001589,TXN_00006930,5,Customer support was very helpful,2024-02-17 07:32:00
FB_000627,CUST_000781,TXN_00006943,5,Product quality could be better,2023-09-03 09:01:00
FB_000628,CUST_000149,TXN_00003835,5,Great variety of products available,2023-04-21 23:28:00
FB_000629,CUST_001089,TXN_00000454,4,Amazing deals and discounts available,2023-12-16 02:09:00
FB_000630,CUST_001614,TXN_00001105,4,Product was damaged during shipping,2023-03-06 10:46:00
FB_000631,CUST_000169,TXN_00002992,2,Great product quality and fast delivery!,2023-09-29 02:20:00
FB_000632,CUST_001340,TXN_00006143,4,Very satisfied with the purchase,2023-11-05 09:38:00
FB_000633,CUST_001388,TXN_00007537,4,Amazing deals and discounts available,2023-09-17 11:18:00
FB_000634,CUST_000792,TXN_00005712,5,Great product quality and fast delivery!,2023-04-04 18:15:00
FB_000635,CUST_001721,TXN_00000701,2,Customer support was very helpful,2024-02-05 00:12:00
FB_000636,CUST_000954,TXN_00002949,4,Fast and reliable delivery service,2023-06-09 23:35:00
FB_000637,CUST_000175,TXN_00003019,4,Amazing deals and discounts available,2023-05-12 16:09:00
FB_000638,CUST_000812,TXN_00007697,5,Amazing deals and discounts available,2023-08-14 07:28:00
FB_000639,CUST_000585,TXN_00002098,4,Product exactly as described,2023-11-12 23:46:00
FB_000640,CUST_001908,TXN_00005061,4,Great variety of products available,2023-10-11 15:02:00
FB_000641,CUST_000750,TXN_00002312,3,Product quality could be better,2023-08-16 03:49:00
FB_000642,CUST_001761,TXN_00000294,5,Product was damaged during shipping,2023-06-03 05:58:00
FB_000643,CUST_001945,TXN_00005243,3,Great variety of products available,2023-09-10 05:52:00
FB_000644,CUST_001526,TXN_00006806,4,Great product quality and fast delivery!,2023-10-04 18:42:00
FB_000645,CUST_000437,TXN_00006425,3,Fast and reliable delivery service,2023-06-24 21:18:00
FB_000646,CUST_000508,TXN_00005087,4,Product exactly as described,2023-08-01 09:08:00
FB_000647,CUST_001814,TXN_00005669,5,Product exactly as described,2023-11-20 19:30:00
FB_000648,CUST_000010,TXN_00005104,3,Product was damaged during shipping,2023-02-13 22:02:00
FB_000649,CUST_001367,TXN_00007628,5,Customer support was very helpful,2024-02-23 12:00:00
FB_000650,CUST_001583,TXN_00007462,4,Product exactly as described,2023-02-16 11:37:00
FB_000651,CUST_001020,TXN_00002628,1,Customer support was very helpful,2024-02-13 05:10:00
FB_000652,CUST_000421,TXN_00003755,3,Outstanding shopping experience,2023-03-23 00:43:00
FB_000653,CUST_001781,TXN_00006654,1,Fast and reliable delivery service,2023-10-09 20:20:00
FB_000654,CUST_000088,TXN_00002653,3,Customer support was very helpful,2023-04-05 18:59:00
FB_000655,CUST_001965,TXN_00001083,2,Great product quality and fast delivery!,2023-05-31 22:18:00
FB_000656,CUST_000482,TXN_00003033,1,Website is easy to navigate,2023-08-11 02:31:00
FB_000657,CUST_001138,TXN_00003191,4,Product was damaged during shipping,2023-04-30 18:02:00
FB_000658,CUST_000845,TXN_00005161,5,Payment process was smooth,2023-05-02 01:38:00
FB_000659,CUST_000539,TXN_00001774,5,Fast and reliable delivery service,2024-03-16 17:20:00
FB_000660,CUST_001377,TXN_00004020,4,Delivery was delayed by 2 days,2024-02-22 03:31:00
FB_000661,CUST_001096,TXN_00002117,5,Very satisfied with the purchase,2023-12-23 02:30:00
FB_000662,CUST_001662,TXN_00002189,3,Great product quality and fast delivery!,2023-05-21 23:46:00
FB_000663,CUST_000324,TXN_00006114,5,Great product quality and fast delivery!,2023-02-02 04:15:00
FB_000664,CUST_000420,TXN_00004503,5,Amazing deals and discounts available,2023-01-06 09:43:00
FB_000665,CUST_000987,TXN_00002205,2,Product was damaged during shipping,2024-02-14 11:35:00
FB_000666,CUST_001170,TXN_00002925,4,Payment process was smooth,2023-07-31 17:37:00
FB_000667,CUST_001787,TXN_00002758,4,Website is easy to navigate,2023-06-13 13:49:00
FB_000668,CUST_001540,TXN_00006002,4,Product quality could be better,2024-01-03 22:48:00
FB_000669,CUST_001248,TXN_00002760,2,Great variety of products available,2023-05-07 06:59:00
FB_000670,CUST_001191,TXN_00005813,3,Payment process was smooth,2023-06-02 11:31:00
FB_000671,CUST_000766,TXN_00005482,5,Website is easy to navigate,2023-05-14 02:01:00
FB_000672,CUST_000433,TXN_00005362,1,Amazing deals and discounts available,2023-07-11 07:58:00
FB_000673,CUST_000026,TXN_00003879,4,Great product quality and fast delivery!,2023-01-29 05:12:00
FB_000674,CUST_001684,TXN_00003198,2,Excellent customer service experience,2023-07-01 20:03:00
FB_000675,CUST_000667,TXN_00006828,2,Very satisfied with the purchase,2023-07-10 02:39:00
FB_000676,CUST_000884,TXN_00006168,5,Product was damaged during shipping,2023-12-02 02:34:00
FB_000677,CUST_000658,TXN_00005515,5,Delivery was delayed by 2 days,2023-11-09 19:54:00
FB_000678,CUST_000645,TXN_00003359,3,Great product quality and fast delivery!,2023-11-30 10:54:00
FB_000679,CUST_000459,TXN_00001725,3,Very satisfied with the purchase,2023-06-24 21:10:00
FB_000680,CUST_000284,TXN_00001983,2,Could improve packaging quality,2023-03-10 14:56:00
FB_000681,CUST_000210,TXN_00006784,1,Excellent customer service experience,2024-03-07 17:49:00
FB_000682,CUST_001298,TXN_00002772,1,Great variety of products available,2023-09-18 05:27:00
FB_000683,CUST_001140,TXN_00005652,5,Could improve packaging quality,2023-10-16 00:33:00
FB_000684,CUST_000681,TXN_00002225,5,Delivery was delayed by 2 days,2023-07-03 17:42:00
FB_000685,CUST_001462,TXN_00001506,5,Product quality could be better,2023-12-17 16:57:00
FB_000686,CUST_001360,TXN_00000027,1,Fast and reliable delivery service,2024-03-13 19:30:00
FB_000687,CUST_000508,TXN_00005805,4,Product exactly as described,2023-10-14 19:03:00
FB_000688,CUST_001366,TXN_00002736,5,Customer support was very helpful,2023-10-16 07:39:00
FB_000689,CUST_000721,TXN_00000217,5,Website is easy to navigate,2023-02-11 11:41:00
FB_000690,CUST_001945,TXN_00004631,5,Customer support was very helpful,2023-05-25 09:47:00
FB_000691,CUST_001704,TXN_00002798,5,Excellent customer service experience,2023-06-19 23:14:00
FB_000692,CUST_001910,TXN_00001768,4,Delivery was delayed by 2 days,2023-06-30 12:10:00
FB_000693,CUST_001606,TXN_00006393,2,Outstanding shopping experience,2023-09-05 08:07:00
FB_000694,CUST_000900,TXN_00000081,4,Delivery was delayed by 2 days,2023-11-13 03:27:00
FB_000695,CUST_000111,TXN_00005619,4,Product exactly as described,2023-11-15 17:20:00
FB_000696,CUST_001540,TXN_00003681,4,Fast and reliable delivery service,2023-09-17 11:06:00
FB_000697,CUST_001107,TXN_00001316,4,Customer support was very helpful,2023-02-24 22:41:00
FB_000698,CUST_000591,TXN_00003854,5,Amazing deals and discounts available,2023-05-13 17:25:00
FB_000699,CUST_001619,TXN_00007398,4,Product exactly as described,2023-08-07 09:21:00
FB_000700,CUST_000006,TXN_00003852,5,Product exactly as described,2024-01-21 10:21:00
FB_000701,CUST_001339,TXN_00001072,4,Product exactly as described,2024-02-05 01:57:00
FB_000702,CUST_000977,TXN_00004326,5,Excellent customer service experience,2023-03-26 13:20:00
FB_000703,CUST_000101,TXN_00005121,5,Product was damaged during shipping,2023-05-19 10:28:00
FB_000704,CUST_000021,TXN_00005790,3,Product was damaged during shipping,2023-05-29 16:42:00
FB_000705,CUST_000869,TXN_00005698,4,Product quality could be better,2023-11-16 17:42:00
FB_000706,CUST_001043,TXN_00006346,3,Very satisfied with the purchase,2023-10-24 18:28:00
FB_000707,CUST_000154,TXN_00001171,4,Fast and reliable delivery service,2023-01-21 13:04:00
FB_000708,CUST_001780,TXN_00003890,5,Website is easy to navigate,2023-03-15 05:42:00
FB_000709,CUST_001878,TXN_00003188,5,Fast and reliable delivery service,2023-10-26 07:54:00
FB_000710,CUST_001536,TXN_00004685,2,Delivery was delayed by 2 days,2023-05-16 00:48:00
FB_000711,CUST_000123,TXN_00002679,1,Customer support was very helpful,2023-10-04 22:27:00
FB_000712,CUST_001634,TXN_00005508,3,Fast and reliable delivery service,2023-12-30 18:30:00
FB_000713,CUST_001179,TXN_00004158,4,Product quality could be better,2023-08-18 21:23:00
FB_000714,CUST_000696,TXN_00007215,3,Delivery was delayed by 2 days,2023-05-14 18:13:00
FB_000715,CUST_000897,TXN_00004558,5,Product quality could be better,2023-02-09 19:44:00
FB_000716,CUST_000597,TXN_00004080,4,Could improve packaging quality,2023-05-01 02:20:00
FB_000717,CUST_000320,TXN_00000494,5,Could improve packaging quality,2023-03-30 19:22:00
FB_000718,CUST_001032,TXN_00005877,3,Excellent customer service experience,2023-02-19 20:54:00
FB_000719,CUST_001185,TXN_00004550,2,Payment process was smooth,2024-03-13 01:19:00
FB_000720,CUST_000630,TXN_00004761,2,Great variety of products available,2023-08-23 14:34:00
FB_000721,CUST_000652,TXN_00002234,3,Product was damaged during shipping,2023-07-17 20:54:00
FB_000722,CUST_000993,TXN_00006894,5,Product was damaged during shipping,2023-09-20 10:39:00
FB_000723,CUST_001139,TXN_00007073,5,Product exactly as described,2023-10-20 21:56:00
FB_000724,CUST_000335,TXN_00001291,1,Very satisfied with the purchase,2023-05-23 23:30:00
FB_000725,CUST_000819,TXN_00006025,3,Could improve packaging quality,2023-07-15 03:08:00
FB_000726,CUST_001268,TXN_00007221,4,Website is easy to navigate,2023-10-11 19:41:00
FB_000727,CUST_000298,TXN_00005285,5,Could improve packaging quality,2023-08-26 10:40:00
FB_000728,CUST_001715,TXN_00003493,3,Could improve packaging quality,2023-06-21 02:49:00
FB_000729,CUST_001971,TXN_00006693,4,Product was damaged during shipping,2023-04-12 06:23:00
FB_000730,CUST_000566,TXN_00003303,5,Outstanding shopping experience,2023-06-03 03:58:00
FB_000731,CUST_001187,TXN_00000188,4,Customer support was very helpful,2023-05-26 19:35:00
FB_000732,CUST_000379,TXN_00007998,5,Excellent customer service experience,2023-02-05 07:16:00
FB_000733,CUST_001055,TXN_00003357,4,Product exactly as described,2024-03-11 16:48:00
FB_000734,CUST_001756,TXN_00003471,4,Delivery was delayed by 2 days,2023-10-02 04:56:00
FB_000735,CUST_001691,TXN_00006644,3,Product exactly as described,2024-02-07 12:38:00
FB_000736,CUST_001634,TXN_00004999,4,Great variety of products available,2023-10-21 23:45:00
FB_000737,CUST_001332,TXN_00004427,4,Great product quality and fast delivery!,2023-03-22 11:38:00
FB_000738,CUST_001821,TXN_00000255,4,Website is easy to navigate,2023-05-20 02:55:00
FB_000739,CUST_001058,TXN_00006455,3,Outstanding shopping experience,2024-01-30 15:38:00
FB_000740,CUST_001501,TXN_00005212,4,Payment process was smooth,2023-06-28 00:22:00
FB_000741,CUST_000236,TXN_00001536,5,Outstanding shopping experience,2023-09-21 20:18:00
FB_000742,CUST_001392,TXN_00006373,3,Could improve packaging quality,2023-09-29 19:25:00
FB_000743,CUST_000142,TXN_00003807,2,Excellent customer service experience,2023-11-18 23:16:00
FB_000744,CUST_000577,TXN_00003565,3,Website is easy to navigate,2023-06-24 07:32:00
FB_000745,CUST_001912,TXN_00005582,4,Fast and reliable delivery service,2023-10-21 08:51:00
FB_000746,CUST_001655,TXN_00007170,2,Very satisfied with the purchase,2024-01-05 18:22:00
FB_000747,CUST_001972,TXN_00002509,5,Customer support was very helpful,2023-02-12 03:56:00
FB_000748,CUST_000860,TXN_00002165,5,Outstanding shopping experience,2023-06-02 17:09:00
FB_000749,CUST_000956,TXN_00004432,4,Excellent customer service experience,2023-11-13 02:07:00
FB_000750,CUST_000191,TXN_00001413,2,Product was damaged during shipping,2023-10-01 19:38:00
FB_000751,CUST_001482,TXN_00005255,4,Product exactly as described,2023-07-16 02:55:00
FB_000752,CUST_000418,TXN_00007625,3,Website is easy to navigate,2024-01-22 19:05:00
FB_000753,CUST_001901,TXN_00004916,3,Could improve packaging quality,2023-12-07 13:25:00
FB_000754,CUST_000158,TXN_00006749,1,Product was damaged during shipping,2023-10-27 11:06:00
FB_000755,CUST_001266,TXN_00006587,4,Product exactly as described,2023-06-23 04:30:00
FB_000756,CUST_000811,TXN_00002339,3,Customer support was very helpful,2023-12-20 01:22:00
FB_000757,CUST_001927,TXN_00001611,3,Product quality could be better,2024-03-07 11:40:00
FB_000758,CUST_000208,TXN_00007354,5,Excellent customer service experience,2023-02-19 12:28:00
FB_000759,CUST_000217,TXN_00002953,5,Great product quality and fast delivery!,2023-12-10 03:20:00
FB_000760,CUST_001306,TXN_00000379,5,Website is easy to navigate,2023-06-16 03:54:00
FB_000761,CUST_000812,TXN_00000464,3,Very satisfied with the purchase,2023-02-19 17:06:00
FB_000762,CUST_001842,TXN_00003949,3,Great product quality and fast delivery!,2023-04-24 12:52:00
FB_000763,CUST_000931,TXN_00004942,4,Website is easy to navigate,2023-10-06 17:13:00
FB_000764,CUST_001483,TXN_00006808,3,Amazing deals and discounts available,2024-01-05 22:14:00
FB_000765,CUST_000957,TXN_00003262,5,Payment process was smooth,2023-12-14 09:27:00
FB_000766,CUST_001045,TXN_00006570,3,Website is easy to navigate,2023-05-11 14:45:00
FB_000767,CUST_000721,TXN_00000841,1,Amazing deals and discounts available,2023-02-02 21:55:00
FB_000768,CUST_000794,TXN_00003542,5,Great product quality and fast delivery!,2023-03-15 13:11:00
FB_000769,CUST_000441,TXN_00002908,5,Outstanding shopping experience,2023-07-14 07:53:00
FB_000770,CUST_000185,TXN_00001835,5,Outstanding shopping experience,2024-02-05 21:47:00
FB_000771,CUST_000776,TXN_00007898,4,Excellent customer service experience,2024-01-30 09:54:00
FB_000772,CUST_000295,TXN_00004062,5,Very satisfied with the purchase,2023-02-20 07:26:00
FB_000773,CUST_000227,TXN_00007133,4,Product was damaged during shipping,2023-08-31 20:44:00
FB_000774,CUST_001397,TXN_00006398,5,Product exactly as described,2023-06-22 03:25:00
FB_000775,CUST_001300,TXN_00003826,4,Outstanding shopping experience,2024-01-24 00:36:00
FB_000776,CUST_000047,TXN_00007557,4,Payment process was smooth,2023-05-16 00:27:00
FB_000777,CUST_001519,TXN_00004305,5,Fast and reliable delivery service,2023-11-11 13:31:00
FB_000778,CUST_001653,TXN_00007362,4,Payment process was smooth,2023-06-28 06:41:00
FB_000779,CUST_000043,TXN_00001144,4,Great variety of products available,2023-12-27 11:40:00
FB_000780,CUST_001823,TXN_00002279,5,Product quality could be better,2023-12-13 06:36:00
FB_000781,CUST_000720,TXN_00004023,2,Product exactly as described,2023-12-08 05:08:00
FB_000782,CUST_000431,TXN_00000870,3,Product quality could be better,2023-01-24 18:00:00
FB_000783,CUST_001209,TXN_00003442,4,Product exactly as described,2023-11-05 21:52:00
FB_000784,CUST_000461,TXN_00002359,3,Excellent customer service experience,2023-06-27 00:19:00
FB_000785,CUST_001851,TXN_00004623,4,Delivery was delayed by 2 days,2024-02-19 19:23:00
FB_000786,CUST_001685,TXN_00000530,3,Could improve packaging quality,2023-01-26 11:25:00
FB_000787,CUST_001491,TXN_00004804,4,Customer support was very helpful,2023-06-29 13:44:00
FB_000788,CUST_001277,TXN_00000916,4,Great variety of products available,2023-10-28 14:30:00
FB_000789,CUST_001519,TXN_00003192,3,Customer support was very helpful,2023-06-20 08:03:00
FB_000790,CUST_001697,TXN_00001582,4,Great product quality and fast delivery!,2023-10-30 10:56:00
FB_000791,CUST_000244,TXN_00005574,3,Product quality could be better,2023-08-23 04:16:00
FB_000792,CUST_001559,TXN_00003509,5,Product exactly as described,2024-02-09 22:34:00
FB_000793,CUST_000202,TXN_00004768,4,Product exactly as described,2023-11-17 19:17:00
FB_000794,CUST_001797,TXN_00002734,4,Amazing deals and discounts available,2023-10-17 06:55:00
FB_000795,CUST_000333,TXN_00000178,3,Payment process was smooth,2023-09-02 23:59:00
FB_000796,CUST_001533,TXN_00007001,5,Could improve packaging quality,2024-01-03 19:22:00
FB_000797,CUST_001755,TXN_00006852,4,Product quality could be better,2024-03-01 06:04:00
FB_000798,CUST_001847,TXN_00005625,4,Could improve packaging quality,2023-08-03 22:26:00
FB_000799,CUST_000136,TXN_00003857,5,Product quality could be better,2023-07-11 08:24:00
FB_000800,CUST_000083,TXN_00007487,5,Delivery was delayed by 2 days,2023-04-24 19:17:00
FB_000801,CUST_001518,TXN_00001423,4,Product quality could be better,2023-02-06 03:37:00
FB_000802,CUST_001856,TXN_00002811,4,Fast and reliable delivery service,2023-12-19 22:21:00
FB_000803,CUST_001949,TXN_00004976,3,Product was damaged during shipping,2023-09-24 09:49:00
FB_000804,CUST_001526,TXN_00001442,1,Fast and reliable delivery service,2023-02-13 21:25:00
FB_000805,CUST_000948,TXN_00002821,4,Customer support was very helpful,2023-11-14 21:57:00
FB_000806,CUST_000510,TXN_00000296,4,Delivery was delayed by 2 days,2023-01-23 00:48:00
FB_000807,CUST_000788,TXN_00000812,2,Fast and reliable delivery service,2024-02-18 18:36:00
FB_000808,CUST_000815,TXN_00003181,2,Very satisfied with the purchase,2024-03-07 02:03:00
FB_000809,CUST_001874,TXN_00004968,3,Product exactly as described,2023-04-27 05:23:00
FB_000810,CUST_000208,TXN_00000606,4,Very satisfied with the purchase,2023-07-02 08:34:00
FB_000811,CUST_001636,TXN_00002857,5,Excellent customer service experience,2024-01-02 00:40:00
FB_000812,CUST_001990,TXN_00003499,2,Outstanding shopping experience,2023-11-07 02:35:00
FB_000813,CUST_000988,TXN_00005023,1,Payment process was smooth,2023-01-12 07:21:00
FB_000814,CUST_000357,TXN_00003903,4,Great product quality and fast delivery!,2024-01-16 18:22:00
FB_000815,CUST_000085,TXN_00007534,4,Could improve packaging quality,2024-01-02 19:04:00
FB_000816,CUST_000951,TXN_00000508,4,Product exactly as described,2023-12-19 03:24:00
FB_000817,CUST_000048,TXN_00003936,5,Customer support was very helpful,2023-04-19 15:08:00
FB_000818,CUST_000815,TXN_00005120,4,Great product quality and fast delivery!,2023-12-03 00:27:00
FB_000819,CUST_001626,TXN_00004175,3,Outstanding shopping experience,2023-01-18 01:57:00
FB_000820,CUST_000506,TXN_00001163,3,Outstanding shopping experience,2023-08-04 20:23:00
FB_000821,CUST_001704,TXN_00001706,5,Amazing deals and discounts available,2023-09-05 17:06:00
FB_000822,CUST_000742,TXN_00000439,3,Website is easy to navigate,2024-03-02 00:39:00
FB_000823,CUST_001618,TXN_00007230,4,Customer support was very helpful,2023-08-11 21:11:00
FB_000824,CUST_001420,TXN_00005488,4,Could improve packaging quality,2023-01-04 18:08:00
FB_000825,CUST_000860,TXN_00000378,3,Excellent customer service experience,2023-03-08 01:28:00
FB_000826,CUST_001774,TXN_00000174,3,Excellent customer service experience,2024-01-14 23:48:00
FB_000827,CUST_001950,TXN_00004292,3,Product quality could be better,2023-06-22 17:56:00
FB_000828,CUST_000133,TXN_00000519,3,Excellent customer service experience,2023-04-23 18:29:00
FB_000829,CUST_000044,TXN_00001612,4,Product exactly as described,2023-06-29 07:31:00
FB_000830,CUST_001862,TXN_00007309,5,Customer support was very helpful,2023-02-16 16:27:00
FB_000831,CUST_000221,TXN_00006179,3,Could improve packaging quality,2023-07-31 17:03:00
FB_000832,CUST_000553,TXN_00006963,5,Product was damaged during shipping,2023-10-30 21:19:00
FB_000833,CUST_000954,TXN_00006141,5,Excellent customer service experience,2023-10-11 02:58:00
FB_000834,CUST_001901,TXN_00002523,4,Customer support was very helpful,2023-05-08 19:15:00
FB_000835,CUST_000448,TXN_00006757,1,Excellent customer service experience,2023-08-12 12:23:00
FB_000836,CUST_001814,TXN_00006038,4,Product was damaged during shipping,2023-10-10 22:37:00
FB_000837,CUST_000638,TXN_00004748,4,Amazing deals and discounts available,2023-10-25 02:35:00
FB_000838,CUST_001665,TXN_00000151,5,Customer support was very helpful,2023-02-03 04:28:00
FB_000839,CUST_000354,TXN_00001159,2,Could improve packaging quality,2023-11-25 20:34:00
FB_000840,CUST_000029,TXN_00001709,5,Great product quality and fast delivery!,2023-11-26 02:56:00
FB_000841,CUST_000842,TXN_00006315,4,Great product quality and fast delivery!,2023-10-26 11:59:00
FB_000842,CUST_000403,TXN_00003935,5,Payment process was smooth,2023-02-17 00:15:00
FB_000843,CUST_000316,TXN_00002455,4,Excellent customer service experience,2023-12-09 21:40:00
FB_000844,CUST_001435,TXN_00001899,5,Excellent customer service experience,2023-07-03 23:24:00
FB_000845,CUST_001202,TXN_00001457,3,Product exactly as described,2023-06-06 20:14:00
FB_000846,CUST_001138,TXN_00006810,4,Delivery was delayed by 2 days,2024-02-24 17:10:00
FB_000847,CUST_001181,TXN_00003541,3,Product quality could be better,2024-02-11 15:51:00
FB_000848,CUST_001689,TXN_00004704,4,Could improve packaging quality,2023-02-12 19:44:00
FB_000849,CUST_001597,TXN_00007049,4,Customer support was very helpful,2023-09-24 23:29:00
FB_000850,CUST_000074,TXN_00005867,4,Fast and reliable delivery service,2023-01-18 03:15:00
FB_000851,CUST_000392,TXN_00001439,5,Delivery was delayed by 2 days,2023-12-27 04:36:00
FB_000852,CUST_001473,TXN_00006209,4,Amazing deals and discounts available,2023-08-16 00:49:00
FB_000853,CUST_000885,TXN_00006391,4,Product exactly as described,2023-05-12 06:54:00
FB_000854,CUST_001697,TXN_00002284,5,Excellent customer service experience,2023-09-17 06:24:00
FB_000855,CUST_001482,TXN_00005108,5,Excellent customer service experience,2023-07-09 09:23:00
FB_000856,CUST_000912,TXN_00002306,4,Amazing deals and discounts available,2024-02-20 11:53:00
FB_000857,CUST_000372,TXN_00000801,4,Product quality could be better,2023-09-13 23:07:00
FB_000858,CUST_001195,TXN_00004524,3,Great product quality and fast delivery!,2023-07-29 20:03:00
FB_000859,CUST_001518,TXN_00000031,5,Very satisfied with the purchase,2023-08-10 11:13:00
FB_000860,CUST_001233,TXN_00000740,5,Fast and reliable delivery service,2024-03-08 20:06:00
FB_000861,CUST_000710,TXN_00007685,3,Excellent customer service experience,2024-01-21 14:32:00
FB_000862,CUST_000149,TXN_00003108,5,Amazing deals and discounts available,2023-01-07 06:12:00
FB_000863,CUST_000673,TXN_00005512,3,Fast and reliable delivery service,2024-02-02 09:42:00
FB_000864,CUST_001241,TXN_00004729,5,Product was damaged during shipping,2023-02-26 00:59:00
FB_000865,CUST_000995,TXN_00005233,5,Excellent customer service experience,2023-10-01 16:35:00
FB_000866,CUST_001829,TXN_00002888,4,Great variety of products available,2024-03-14 15:07:00
FB_000867,CUST_000205,TXN_00005004,3,Excellent customer service experience,2023-10-07 04:37:00
FB_000868,CUST_001655,TXN_00005024,5,Outstanding shopping experience,2023-11-08 14:06:00
FB_000869,CUST_001302,TXN_00000966,2,Very satisfied with the purchase,2023-06-02 19:26:00
FB_000870,CUST_001038,TXN_00000967,4,Great variety of products available,2023-04-23 13:16:00
FB_000871,CUST_001049,TXN_00005283,3,Great product quality and fast delivery!,2023-12-28 06:22:00
FB_000872,CUST_000162,TXN_00005688,4,Excellent customer service experience,2023-11-02 19:02:00
FB_000873,CUST_001961,TXN_00001430,3,Outstanding shopping experience,2023-12-22 16:15:00
FB_000874,CUST_000727,TXN_00004689,4,Fast and reliable delivery service,2023-11-04 14:22:00
FB_000875,CUST_000156,TXN_00007849,4,Product quality could be better,2023-02-01 05:58:00
FB_000876,CUST_001008,TXN_00002462,5,Excellent customer service experience,2024-03-01 07:00:00
FB_000877,CUST_000805,TXN_00007416,4,Website is easy to navigate,2023-07-04 04:45:00
FB_000878,CUST_001674,TXN_00002154,4,Payment process was smooth,2023-06-20 23:37:00
